AA,AR,AN,AD,AC,AE,AQ,AG,AH,AI,AL,AK,AM,AF,AP,AS,AT,AW,AY,AV,RA,RR,RN,RD,RC,RE,RQ,RG,RH,RI,RL,RK,RM,RF,RP,RS,RT,RW,RY,RV,NA,NR,NN,ND,NC,NE,NQ,NG,NH,NI,NL,NK,NM,NF,NP,NS,NT,NW,NY,NV,DA,DR,DN,DD,DC,DE,DQ,DG,DH,DI,DL,DK,DM,DF,DP,DS,DT,DW,DY,DV,CA,CR,CN,CD,CC,CE,CQ,CG,CH,CI,CL,CK,CM,CF,CP,CS,CT,CW,CY,CV,EA,ER,EN,ED,EC,EE,EQ,EG,EH,EI,EL,EK,EM,EF,EP,ES,ET,EW,EY,EV,QA,QR,QN,QD,QC,QE,QQ,QG,QH,QI,QL,QK,QM,QF,QP,QS,QT,QW,QY,QV,GA,GR,GN,GD,GC,GE,GQ,GG,GH,GI,GL,GK,GM,GF,GP,GS,GT,GW,GY,GV,HA,HR,HN,HD,HC,HE,HQ,HG,HH,HI,HL,HK,HM,HF,HP,HS,HT,HW,HY,HV,IA,IR,IN,ID,IC,IE,IQ,IG,IH,II,IL,IK,IM,IF,IP,IS,IT,IW,IY,IV,LA,LR,LN,LD,LC,LE,LQ,LG,LH,LI,LL,LK,LM,LF,LP,LS,LT,LW,LY,LV,KA,KR,KN,KD,KC,KE,KQ,KG,KH,KI,KL,KK,KM,KF,KP,KS,KT,KW,KY,KV,MA,MR,MN,MD,MC,ME,MQ,MG,MH,MI,ML,MK,MM,MF,MP,MS,MT,MW,MY,MV,FA,FR,FN,FD,FC,FE,FQ,FG,FH,FI,FL,FK,FM,FF,FP,FS,FT,FW,FY,FV,PA,PR,PN,PD,PC,PE,PQ,PG,PH,PI,PL,PK,PM,PF,PP,PS,PT,PW,PY,PV,SA,SR,SN,SD,SC,SE,SQ,SG,SH,SI,SL,SK,SM,SF,SP,SS,ST,SW,SY,SV,TA,TR,TN,TD,TC,TE,TQ,TG,TH,TI,TL,TK,TM,TF,TP,TS,TT,TW,TY,TV,WA,WR,WN,WD,WC,WE,WQ,WG,WH,WI,WL,WK,WM,WF,WP,WS,WT,WW,WY,WV,YA,YR,YN,YD,YC,YE,YQ,YG,YH,YI,YL,YK,YM,YF,YP,YS,YT,YW,YY,YV,VA,VR,VN,VD,VC,VE,VQ,VG,VH,VI,VL,VK,VM,VF,VP,VS,VT,VW,VY,VV,target
20,77,42,31,0,13,11,152,8,34,18,16,2,99,28,782,65,10,18,12,42,29,16,65,1,38,34,102,5,6,28,6,2,6,20,34,45,7,13,23,5,7,10,2,0,160,28,9,0,21,4,0,0,0,8,9,106,3,22,11,7,51,11,0,0,18,9,30,7,9,21,3,0,4,13,37,157,2,18,3,810,0,1,0,0,0,0,0,0,0,0,0,0,0,1,189,0,0,2,0,101,12,10,11,0,20,342,37,0,4,108,21,1,4,7,18,110,2,9,9,15,12,6,20,0,49,7,92,44,0,5,2,0,191,42,9,15,2,438,6,101,93,71,58,1,153,78,220,8,16,73,16,5,16,69,121,118,13,111,39,0,6,6,0,0,9,5,10,1,0,2,1,1,55,6,6,3,1,6,0,9,6,3,5,0,1,30,13,2,1,7,3,1,2,4,30,9,2,24,4,93,32,20,24,0,32,16,104,11,12,13,2,3,129,13,50,48,8,19,22,4,5,21,2,0,10,2,17,0,0,26,2,0,1,2,6,7,0,1,1,5,2,6,2,0,0,1,8,0,2,1,1,0,0,0,1,3,0,2,0,2,5,8,7,0,3,2,23,1,1,13,2,2,404,8,17,8,2,10,3,17,35,18,13,1,12,50,87,6,8,26,5,1,6,21,30,26,7,28,6,161,101,39,45,0,58,75,193,18,15,263,17,10,53,119,756,80,13,115,88,20,10,10,83,0,88,253,146,2,24,12,8,2,87,29,80,19,4,27,11,5,6,3,14,0,7,2,28,0,0,0,1,1,0,1,8,3,0,0,1,1,15,93,2,0,123,4,63,1,1,6,1,1,460,5,15,78,1,9,0,20,18,11,16,0,32,6,46,4,2,25,0,2,4,7,21,15,3,7,13,0
23,70,41,30,1,22,13,138,3,24,18,11,3,106,19,805,64,9,27,9,28,32,24,63,0,30,30,142,4,7,23,9,2,4,25,28,52,8,10,16,2,9,12,0,0,165,42,10,1,18,5,1,0,2,4,26,88,1,19,22,7,60,12,3,0,24,16,38,3,5,17,3,1,4,20,38,118,5,22,5,823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,2,110,14,7,13,1,17,376,35,1,3,73,30,3,0,9,23,101,5,6,11,10,7,8,26,0,43,3,90,63,4,4,1,0,188,62,22,21,2,420,6,120,78,75,46,0,139,77,199,12,24,87,11,8,13,60,106,137,18,116,43,3,9,6,1,0,7,2,8,1,1,1,1,0,85,3,4,8,0,2,0,8,6,8,5,0,1,21,16,3,0,2,1,1,1,3,22,7,3,30,4,87,31,21,32,0,35,12,86,23,4,17,9,3,104,10,36,51,5,17,17,5,6,18,3,0,8,6,17,1,0,33,2,1,1,0,2,5,1,6,2,3,0,7,1,0,4,0,8,0,0,0,1,0,0,1,2,1,0,2,1,2,15,8,2,0,5,3,18,2,2,8,1,1,388,5,17,12,2,6,1,15,32,8,20,0,16,72,85,1,2,40,6,1,4,25,29,20,6,27,7,137,122,36,45,0,56,74,199,19,13,221,20,6,63,133,754,86,24,131,83,20,16,20,70,0,81,216,155,3,28,14,3,0,87,20,93,17,4,31,13,10,7,8,17,0,8,2,23,1,1,3,0,0,0,1,4,8,2,4,1,6,10,94,5,0,150,8,62,1,3,0,2,0,443,3,20,72,2,9,1,17,12,14,19,0,27,7,40,0,3,34,5,1,5,13,15,23,3,6,14,0
27,79,41,24,0,21,16,137,3,34,15,13,3,104,19,784,65,11,30,14,31,29,21,74,0,51,23,113,3,6,33,6,3,7,23,36,57,4,9,25,2,7,11,3,0,169,28,12,1,19,7,1,1,2,7,23,90,0,23,18,3,54,11,1,0,27,12,32,5,5,19,1,3,3,21,34,124,2,20,5,811,2,0,0,0,0,0,0,0,0,0,1,0,0,0,188,0,0,0,0,99,13,10,9,0,12,390,48,1,2,96,25,0,4,6,15,101,2,7,12,12,8,6,22,0,35,6,92,52,4,10,3,1,213,56,16,8,1,417,11,116,80,70,44,1,163,76,210,18,27,80,16,7,16,49,76,162,14,102,52,0,8,9,1,0,5,4,9,2,2,4,4,1,66,4,6,11,1,2,0,3,13,7,4,0,4,24,21,2,2,4,2,0,0,9,25,6,2,29,2,103,28,22,23,0,24,14,101,16,8,21,10,4,125,16,37,44,8,16,20,7,9,13,3,0,6,4,12,0,0,28,1,0,0,4,6,14,2,2,2,1,0,10,4,0,4,2,9,0,0,1,0,0,0,2,2,3,0,1,0,6,15,6,5,0,3,4,24,4,1,8,0,2,427,9,10,4,1,6,6,14,32,14,22,0,13,69,68,5,2,35,3,0,3,23,25,21,3,26,4,157,117,39,44,1,52,75,186,18,17,236,19,8,55,92,755,73,18,121,96,17,23,13,75,0,86,206,177,4,21,12,5,1,81,20,101,17,3,35,8,3,3,3,11,0,3,6,18,1,4,0,1,1,1,3,4,11,0,1,4,0,10,104,1,0,144,6,53,2,1,3,2,3,432,4,14,74,1,8,1,28,24,14,12,0,30,8,57,2,4,28,0,1,2,15,22,20,5,8,11,0
21,72,55,25,0,8,13,133,6,39,25,16,3,89,24,792,66,12,22,13,40,29,25,66,0,47,30,123,1,11,25,6,4,5,25,28,52,1,13,24,3,9,13,1,0,179,33,3,1,11,3,0,2,2,12,18,84,3,27,22,11,66,13,8,0,19,8,45,3,2,15,2,0,3,11,28,150,3,20,6,808,1,0,0,0,1,0,0,0,0,0,0,0,1,0,192,0,0,0,0,92,13,18,11,0,16,391,33,1,2,84,21,0,3,5,16,84,6,5,11,14,8,7,22,1,42,8,110,56,2,10,2,3,208,62,8,10,0,428,10,103,76,64,50,0,136,96,192,14,21,69,7,6,23,56,96,158,14,133,48,4,10,3,1,0,11,4,6,0,0,3,0,1,69,3,8,6,0,6,0,6,11,5,2,0,6,18,10,3,4,10,2,0,0,7,35,10,1,22,1,93,32,21,37,0,23,12,88,19,8,18,4,3,110,13,31,39,8,13,26,4,7,10,5,0,2,3,12,2,3,23,0,0,0,1,4,8,0,2,4,1,2,9,1,0,1,0,11,0,0,0,0,0,1,0,1,1,0,0,3,6,14,6,9,0,4,7,15,3,3,6,1,1,395,4,9,9,2,11,2,14,42,12,15,0,12,69,88,0,5,37,7,0,3,10,33,24,4,20,10,157,111,35,44,2,44,82,181,17,15,225,17,2,50,134,746,79,20,108,104,17,18,19,86,0,77,228,168,1,21,9,1,1,95,17,86,19,4,35,13,3,7,1,12,0,6,0,23,0,0,1,0,1,0,1,7,11,1,4,4,2,7,92,1,0,153,4,59,5,1,4,0,1,444,6,13,81,1,7,3,35,20,18,17,0,25,5,62,3,5,31,4,3,6,14,22,24,2,8,16,0
16,69,34,22,1,23,10,143,4,34,18,11,5,101,25,769,70,9,26,17,41,37,18,63,0,38,25,100,2,7,28,13,0,5,18,26,54,7,18,27,2,8,17,2,0,167,38,6,0,11,6,0,1,0,8,22,114,1,25,13,4,59,12,3,0,22,8,27,5,5,20,4,1,3,13,38,139,8,9,2,804,0,0,0,0,1,0,0,0,0,0,0,0,0,1,196,0,0,0,0,105,15,8,13,0,13,387,55,2,1,90,15,0,1,3,16,108,4,3,9,14,8,10,22,0,37,7,101,49,4,4,1,3,206,51,9,9,5,438,10,89,74,73,43,0,149,74,220,11,19,99,16,8,19,64,111,136,11,110,51,4,9,6,0,0,8,6,6,2,0,4,0,2,71,1,4,5,1,3,2,6,13,5,2,0,4,17,16,0,1,3,1,1,2,4,30,10,2,24,2,102,26,27,33,0,29,14,99,25,10,23,7,6,104,12,40,40,3,11,27,7,7,14,5,0,10,9,21,0,0,18,2,0,1,3,4,2,0,0,5,3,2,9,2,0,3,1,4,0,2,1,0,0,0,0,5,2,0,0,1,5,12,4,2,0,1,10,28,2,0,8,1,0,403,10,14,7,1,10,2,7,22,31,16,0,6,55,73,5,4,40,8,3,3,8,28,25,3,21,7,145,111,41,33,1,61,74,207,17,17,238,16,3,67,113,731,86,10,119,93,19,23,12,94,0,92,237,160,6,24,9,3,2,77,16,103,24,0,28,6,5,2,4,10,0,3,3,22,0,0,1,3,0,0,1,5,10,1,1,2,2,10,100,3,0,147,3,44,0,1,4,1,0,455,4,15,72,1,12,0,27,20,16,14,0,34,10,45,4,3,24,6,0,2,10,17,22,6,16,10,0
11,69,34,26,0,10,13,131,2,32,16,14,1,119,20,799,67,3,18,16,23,33,19,70,0,46,23,121,2,13,19,5,10,7,19,28,53,8,15,22,4,6,9,1,0,173,33,8,1,12,6,0,0,2,6,20,99,1,15,15,7,53,13,5,0,26,12,30,4,7,13,2,0,9,8,30,150,2,15,7,818,1,0,0,0,0,1,0,0,0,0,0,0,1,0,180,1,0,0,0,127,12,6,16,0,22,382,33,2,2,97,24,4,3,6,15,94,2,8,9,17,12,5,19,0,39,4,95,58,4,8,3,1,203,58,9,9,3,416,8,81,87,68,56,1,144,79,215,15,26,76,10,7,11,58,122,146,13,99,46,2,7,5,0,0,14,4,12,1,0,4,0,1,77,4,7,6,1,5,0,11,10,7,9,0,3,18,15,0,0,6,0,0,1,9,24,15,2,28,3,83,31,20,15,0,22,15,94,25,6,19,11,6,117,17,42,49,6,18,31,3,4,9,4,0,9,8,14,0,0,23,2,0,1,1,2,9,1,4,2,3,1,13,0,0,4,0,10,1,1,0,0,0,0,0,1,6,1,1,1,1,8,6,4,0,6,4,20,1,4,8,2,1,425,6,18,14,2,7,3,16,21,17,18,0,8,68,75,4,3,31,3,3,9,23,25,25,4,25,8,152,121,44,28,0,56,69,195,20,21,246,13,5,45,120,753,84,18,135,92,13,26,20,86,1,100,221,179,10,24,25,4,0,66,14,85,14,5,24,16,8,2,5,8,0,5,2,16,1,2,3,0,3,1,4,3,13,0,2,1,1,9,101,6,0,148,5,48,1,0,4,1,0,438,4,23,62,3,10,0,20,23,10,22,0,29,10,49,2,4,23,2,1,5,9,31,17,4,19,12,0
20,68,48,19,1,29,14,114,1,35,23,10,5,93,28,782,78,8,21,6,36,30,15,64,0,46,33,107,4,11,27,8,8,7,14,25,50,2,18,30,2,9,13,2,0,162,38,8,3,15,7,0,0,1,7,32,76,0,26,12,4,66,12,3,0,24,15,29,2,4,18,4,0,5,15,26,144,3,9,4,817,1,0,0,0,0,0,1,0,0,0,0,0,0,0,183,0,0,0,0,88,12,7,8,0,13,354,43,4,1,98,27,0,7,6,18,106,2,5,10,19,13,7,21,0,44,6,106,59,1,4,4,1,190,63,7,13,0,434,20,94,83,87,62,0,150,93,212,10,17,82,19,7,19,43,94,140,14,100,40,2,3,8,1,0,15,4,7,4,0,5,2,0,87,4,1,9,0,3,1,6,7,8,0,0,2,20,14,3,0,5,3,0,1,3,34,4,1,29,0,93,31,21,30,0,34,15,113,30,5,17,8,3,116,13,30,39,5,21,28,9,7,12,7,0,4,4,21,0,1,31,1,0,0,1,6,10,2,4,5,4,2,7,3,0,1,2,7,0,0,1,1,0,2,0,0,3,0,0,0,5,10,6,5,0,2,7,24,0,3,10,5,0,388,7,17,8,1,10,1,11,27,8,17,0,6,67,66,4,4,44,5,2,2,18,35,24,5,28,6,155,113,35,36,1,45,74,182,18,16,235,18,2,59,124,756,88,20,123,89,15,23,18,84,0,75,241,165,6,22,14,5,2,77,12,91,18,6,30,9,4,4,5,7,0,6,1,23,2,1,0,0,0,0,0,4,12,1,1,3,3,9,87,2,0,133,12,61,0,2,6,1,2,452,6,25,72,1,10,1,16,17,9,16,0,18,12,63,6,2,25,4,1,3,15,23,19,3,13,14,0
22,85,43,22,0,16,14,137,7,50,17,11,6,102,29,763,68,11,30,8,43,39,35,53,1,39,20,135,2,9,23,5,4,7,24,37,44,2,4,28,2,10,19,0,0,156,42,6,2,16,5,1,0,0,8,23,105,1,19,16,6,45,8,3,0,24,16,29,3,4,15,3,4,3,17,33,148,5,15,7,794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,204,5,0,0,0,108,16,7,13,0,14,353,54,3,0,112,30,2,2,3,14,91,3,6,7,11,9,7,23,0,47,1,101,56,1,4,4,1,178,60,7,9,4,417,11,107,90,74,60,0,170,66,195,19,21,71,11,12,31,47,104,160,13,118,38,3,6,5,2,0,11,4,12,2,1,1,0,0,82,4,8,7,0,6,1,3,16,6,4,0,7,25,18,4,2,7,3,0,2,6,31,5,5,13,5,94,30,20,26,0,25,13,90,29,5,20,7,4,141,14,38,49,2,11,21,2,2,10,6,0,7,4,13,0,1,30,0,1,1,4,5,4,1,2,3,2,5,11,5,0,0,1,8,0,1,0,1,0,0,3,2,4,0,0,2,3,7,9,6,0,7,4,24,3,2,10,0,1,415,5,19,10,1,10,2,15,28,18,13,1,7,73,77,4,5,42,2,1,5,16,25,29,8,25,9,185,105,44,42,2,33,81,192,13,22,230,13,3,58,130,721,74,21,119,84,18,28,22,81,0,94,217,192,5,11,17,3,3,85,15,94,12,2,27,8,4,1,7,8,0,7,2,14,0,2,3,2,1,0,2,7,13,1,0,7,0,10,77,5,0,145,6,51,1,2,6,0,0,423,7,18,80,0,8,1,19,22,9,16,0,29,9,58,2,7,26,0,2,3,9,19,17,1,10,6,0
20,60,30,40,2,20,13,134,5,40,25,6,6,99,17,795,63,9,26,7,27,31,22,61,0,48,24,125,4,2,26,4,5,5,28,35,47,3,13,19,2,12,13,2,0,176,23,7,1,12,7,0,0,1,7,18,98,1,28,14,4,58,14,2,0,26,14,21,2,7,14,2,3,9,16,37,140,2,24,4,813,2,0,0,0,1,1,2,0,0,1,0,0,0,0,185,1,0,0,0,101,16,9,13,0,13,388,41,3,3,84,22,1,3,7,17,101,0,7,6,13,11,9,17,0,40,3,108,43,1,9,6,0,206,45,8,18,1,444,15,98,86,76,62,1,148,91,222,6,15,82,14,14,13,37,108,121,12,135,41,1,4,4,0,0,8,5,10,0,1,4,1,0,51,3,5,3,1,2,0,9,6,7,3,0,3,22,16,1,3,4,1,0,2,5,30,10,1,26,1,84,32,23,28,0,22,23,90,16,12,21,7,6,107,16,37,40,5,16,29,5,5,10,6,1,6,4,14,0,3,25,1,0,0,2,3,6,0,3,0,7,0,11,2,0,3,0,8,0,0,1,0,0,0,1,2,6,0,0,4,5,7,2,9,1,5,5,21,1,1,6,3,0,400,6,13,11,3,12,5,15,25,18,19,0,9,58,82,2,3,28,2,1,4,17,26,28,2,28,5,159,125,37,33,1,53,74,189,12,18,222,17,4,55,132,740,77,14,117,93,17,23,18,77,0,83,235,174,2,22,17,3,1,97,11,70,10,0,25,14,5,2,6,4,0,3,1,12,1,1,4,0,0,1,0,8,5,0,0,2,3,14,95,1,0,142,5,67,0,0,8,2,1,459,3,13,101,0,10,1,29,10,18,20,0,26,8,39,4,6,26,3,3,4,19,22,13,1,9,12,0
14,84,39,28,1,12,14,126,6,32,21,16,5,101,24,799,50,12,26,6,30,24,23,58,0,41,26,118,8,11,23,8,3,0,23,34,55,3,9,30,0,13,14,3,0,176,34,6,2,21,5,1,0,2,5,20,99,3,22,12,8,55,18,5,0,13,10,36,2,8,14,6,1,3,11,32,146,4,10,2,825,0,1,0,0,0,1,1,0,0,0,0,0,1,0,173,0,0,1,2,95,12,6,13,0,15,355,52,0,4,79,26,4,3,10,18,92,2,7,8,20,9,10,22,1,41,8,102,52,3,8,2,1,196,57,18,6,2,422,5,100,94,66,45,1,134,88,204,12,30,85,19,2,12,52,97,160,10,118,40,4,4,7,1,0,7,6,5,0,2,4,0,1,77,7,5,3,1,8,2,7,9,7,6,1,6,30,23,3,5,4,0,0,2,8,28,5,2,40,4,93,35,17,26,0,28,17,93,28,8,19,6,3,106,13,33,50,6,10,20,8,7,20,2,0,9,2,14,3,3,29,1,0,1,2,1,9,0,0,1,1,1,5,3,0,3,0,10,0,0,1,0,0,0,0,0,3,0,2,0,3,9,8,2,0,4,2,26,1,1,5,1,0,396,6,15,11,1,5,0,14,29,21,16,0,9,69,76,6,5,40,2,2,4,19,41,23,4,25,9,154,93,49,31,1,42,81,188,14,16,234,15,3,52,145,737,87,23,128,91,12,17,15,98,0,98,232,167,2,35,15,2,1,85,19,80,17,0,24,9,3,5,2,8,0,8,0,20,0,2,1,0,0,2,1,7,10,1,5,2,3,13,94,2,0,132,4,56,3,0,1,4,1,450,7,22,78,0,9,0,22,14,16,15,0,23,6,46,2,4,23,3,2,3,5,24,24,3,8,18,0
22,71,37,26,1,18,11,151,9,39,20,4,3,101,24,765,77,13,18,16,46,22,21,71,0,39,29,109,1,7,29,3,1,4,22,26,53,3,7,25,2,9,9,2,0,168,35,5,0,10,7,2,1,3,3,13,108,0,21,20,5,48,7,4,0,29,9,33,6,3,18,2,1,3,20,31,143,6,15,4,803,0,0,1,0,0,0,1,0,0,0,0,0,0,0,196,0,0,0,1,106,12,9,7,0,23,366,38,1,2,103,23,2,2,14,18,97,2,5,10,12,13,9,20,0,43,1,103,49,3,7,3,1,198,54,9,13,2,422,10,101,82,76,60,0,160,75,224,8,20,73,17,7,17,59,99,148,12,105,44,2,6,10,1,0,15,4,3,0,0,6,1,0,61,3,4,6,1,3,1,5,5,12,4,0,1,21,10,2,1,2,3,1,1,7,23,6,2,27,1,99,26,24,30,0,26,18,97,17,5,18,8,1,129,23,35,51,5,25,27,9,2,10,3,0,7,5,14,0,1,25,0,1,2,12,2,7,0,0,2,2,0,14,5,0,0,3,3,0,0,0,0,0,0,0,1,1,1,1,1,4,9,6,2,0,6,7,20,0,1,5,0,1,420,4,12,6,1,12,2,9,34,17,15,1,8,63,88,5,6,24,7,3,2,18,25,29,6,24,11,154,118,37,31,0,46,68,179,22,8,266,15,4,46,104,723,81,15,97,105,17,28,17,80,0,90,235,178,1,21,22,6,2,82,15,94,14,1,23,7,6,4,2,11,0,3,1,20,2,1,2,0,1,0,1,8,6,0,2,3,2,8,89,3,0,121,6,52,1,1,7,1,1,439,4,17,72,0,3,3,20,21,12,11,0,37,15,59,3,5,30,7,1,8,8,18,15,3,20,9,0
29,84,38,25,0,14,12,149,3,42,29,14,1,108,27,768,71,4,29,10,41,40,25,66,0,39,28,126,7,7,32,1,6,5,19,28,52,8,12,33,0,12,9,1,0,153,40,7,1,15,5,1,0,1,4,19,91,0,18,20,9,71,15,3,0,23,11,28,2,7,11,2,3,6,24,30,159,3,12,2,792,0,0,1,0,0,0,0,0,0,0,1,0,0,0,207,1,0,0,1,113,9,10,15,0,14,348,39,0,1,82,25,1,3,12,21,111,4,11,4,8,8,5,34,0,52,4,90,54,2,6,2,2,177,50,11,8,1,443,9,107,91,69,52,1,132,64,217,10,22,103,13,7,18,54,89,144,8,120,44,2,5,5,3,0,9,1,8,0,1,4,1,0,69,1,4,3,0,1,0,8,5,2,6,0,3,25,15,1,0,10,1,0,0,4,35,10,2,26,1,110,26,32,22,1,29,14,69,20,7,15,11,4,100,19,47,37,6,14,25,3,3,14,5,0,3,5,10,1,1,25,1,2,0,5,5,12,0,3,3,1,3,10,3,0,3,0,7,0,1,0,0,1,0,1,2,3,0,1,0,3,8,5,5,0,6,1,22,0,0,5,1,0,381,9,9,8,3,11,2,15,22,20,21,0,8,58,101,2,5,35,4,2,3,23,28,35,4,24,9,179,129,39,37,1,62,83,174,14,16,198,15,6,47,141,726,75,15,106,95,16,23,14,90,0,96,253,172,1,25,16,5,1,93,14,87,12,3,19,8,4,3,1,11,0,7,1,18,0,0,2,0,0,1,0,5,11,3,1,0,3,11,75,0,0,134,7,60,1,0,3,0,0,463,2,21,84,2,11,0,14,22,9,21,0,36,11,53,0,2,27,3,0,4,10,16,21,2,15,17,0
19,86,39,27,1,27,13,135,3,44,19,20,4,107,19,777,64,11,32,12,41,34,27,63,0,39,29,129,2,7,28,7,2,7,19,29,59,1,7,30,1,9,15,2,0,161,34,8,1,22,4,0,0,0,12,14,88,0,18,15,5,52,7,3,0,22,11,31,3,2,17,2,0,9,22,24,150,3,10,5,784,1,1,0,1,1,0,0,0,0,0,0,0,0,0,216,0,0,0,0,110,18,20,9,0,14,360,49,3,1,98,30,0,2,7,16,94,1,9,5,19,6,7,20,0,57,6,106,53,4,6,7,1,198,53,6,15,0,422,16,107,100,63,40,0,159,101,221,14,25,77,13,10,21,56,84,146,5,104,31,0,7,3,4,0,12,1,6,0,0,4,1,2,73,2,5,5,0,2,1,9,7,8,5,0,4,28,11,2,1,2,1,3,3,5,34,7,0,20,3,102,32,24,16,0,21,15,98,24,4,18,5,6,124,13,44,50,4,16,23,8,7,18,2,0,8,3,14,0,2,33,1,0,1,2,2,8,0,4,4,3,3,10,4,0,4,0,8,0,0,0,0,1,1,2,2,6,0,0,1,8,12,12,4,0,2,5,18,2,2,5,3,2,421,8,14,7,2,7,2,9,36,10,17,0,8,69,77,2,2,45,5,3,6,9,25,33,7,22,10,180,98,28,47,1,53,70,167,12,18,240,16,6,51,138,726,79,17,108,91,27,20,14,95,0,95,235,176,3,16,13,4,1,76,12,82,17,5,25,17,4,3,1,5,0,4,1,17,0,0,0,0,0,0,4,5,11,0,1,3,2,16,80,4,0,125,6,51,3,0,2,0,2,431,2,21,73,1,7,0,21,13,17,11,1,30,15,55,1,3,28,2,2,5,10,20,21,2,12,16,0
21,68,41,23,0,16,21,127,3,42,22,12,7,118,24,796,61,5,27,16,42,31,20,70,0,42,23,115,4,6,17,10,5,9,34,30,47,3,13,23,3,11,16,1,0,172,31,13,0,19,5,0,1,3,4,22,87,1,22,15,8,69,15,3,0,35,5,21,4,6,24,5,1,4,22,17,136,2,16,4,813,3,0,0,0,0,0,1,0,0,0,0,0,0,1,184,0,0,0,0,114,15,7,12,0,13,365,42,3,3,102,23,2,4,5,15,95,1,12,10,15,13,13,24,0,34,6,80,53,3,5,4,2,197,51,10,12,1,409,11,97,88,67,48,0,157,73,215,12,14,86,16,9,17,52,97,133,14,110,45,1,7,8,1,0,5,2,8,0,0,5,1,0,74,3,11,7,0,1,1,5,10,9,6,0,3,25,11,1,0,5,2,1,3,3,32,3,1,26,1,93,28,25,28,0,25,18,96,22,12,22,7,6,118,17,36,35,13,19,25,6,3,16,4,0,13,6,21,2,2,26,1,2,1,4,4,10,0,3,1,6,2,12,5,0,1,0,8,0,1,1,1,0,0,2,1,3,0,1,0,5,16,2,5,0,5,5,25,3,1,7,2,2,428,9,19,8,1,11,2,14,29,17,19,0,7,61,94,3,2,42,7,1,10,18,34,22,6,21,9,153,99,37,46,1,56,73,179,17,10,234,20,3,59,139,749,66,11,121,90,19,20,13,72,0,91,209,163,6,20,6,5,0,80,9,67,13,9,25,9,6,4,2,9,0,8,2,19,0,1,1,1,1,0,1,3,11,0,1,2,6,10,94,4,0,137,9,49,1,0,8,3,0,426,8,21,74,0,8,1,23,18,12,17,1,23,9,63,1,5,27,5,1,5,10,15,13,4,13,16,0
17,77,22,23,0,18,21,131,3,45,20,13,8,99,20,759,61,10,21,13,32,25,23,62,1,31,25,132,2,9,27,12,3,9,23,40,50,6,17,26,4,8,16,2,0,177,24,11,0,24,1,4,0,1,4,25,82,0,25,10,7,71,14,6,0,26,12,30,2,7,16,3,2,6,19,34,143,5,14,7,797,1,0,0,0,0,0,1,0,0,0,0,0,0,0,202,2,0,1,0,97,10,10,15,0,15,397,46,0,1,71,26,1,1,4,16,96,3,7,8,9,8,6,28,0,50,8,97,48,4,11,1,0,203,51,8,17,3,453,8,80,97,83,68,0,123,72,214,20,23,82,12,9,13,58,88,154,11,120,43,3,11,4,0,0,11,5,13,2,0,1,1,0,64,4,3,7,0,4,0,6,12,11,2,0,4,28,14,0,2,6,5,1,1,9,34,10,1,23,3,100,24,27,27,0,23,16,97,26,9,21,8,2,89,12,29,43,7,10,16,6,9,19,7,0,5,6,18,0,5,25,1,2,2,3,3,5,0,1,3,1,3,8,1,0,0,1,4,1,1,1,0,0,1,2,4,5,0,0,0,7,8,6,6,0,5,3,17,1,2,8,2,0,392,10,11,6,2,12,2,7,32,17,16,0,9,57,79,5,0,35,7,0,2,26,33,22,4,27,10,159,100,33,44,2,42,84,185,16,17,222,12,4,56,115,724,62,18,144,100,21,23,11,91,1,85,232,150,2,22,12,5,0,83,14,82,22,4,36,9,5,5,6,9,0,5,3,18,1,1,1,0,0,0,2,11,9,1,1,2,5,13,87,6,0,165,12,60,1,0,3,1,0,471,6,15,78,0,10,1,18,18,15,11,0,30,7,53,3,0,23,7,1,7,6,18,31,5,8,13,0
