AA,AR,AN,AD,AC,AE,AQ,AG,AH,AI,AL,AK,AM,AF,AP,AS,AT,AW,AY,AV,RA,RR,RN,RD,RC,RE,RQ,RG,RH,RI,RL,RK,RM,RF,RP,RS,RT,RW,RY,RV,NA,NR,NN,ND,NC,NE,NQ,NG,NH,NI,NL,NK,NM,NF,NP,NS,NT,NW,NY,NV,DA,DR,DN,DD,DC,DE,DQ,DG,DH,DI,DL,DK,DM,DF,DP,DS,DT,DW,DY,DV,CA,CR,CN,CD,CC,CE,CQ,CG,CH,CI,CL,CK,CM,CF,CP,CS,CT,CW,CY,CV,EA,ER,EN,ED,EC,EE,EQ,EG,EH,EI,EL,EK,EM,EF,EP,ES,ET,EW,EY,EV,QA,QR,QN,QD,QC,QE,QQ,QG,QH,QI,QL,QK,QM,QF,QP,QS,QT,QW,QY,QV,GA,GR,GN,GD,GC,GE,GQ,GG,GH,GI,GL,GK,GM,GF,GP,GS,GT,GW,GY,GV,HA,HR,HN,HD,HC,HE,HQ,HG,HH,HI,HL,HK,HM,HF,HP,HS,HT,HW,HY,HV,IA,IR,IN,ID,IC,IE,IQ,IG,IH,II,IL,IK,IM,IF,IP,IS,IT,IW,IY,IV,LA,LR,LN,LD,LC,LE,LQ,LG,LH,LI,LL,LK,LM,LF,LP,LS,LT,LW,LY,LV,KA,KR,KN,KD,KC,KE,KQ,KG,KH,KI,KL,KK,KM,KF,KP,KS,KT,KW,KY,KV,MA,MR,MN,MD,MC,ME,MQ,MG,MH,MI,ML,MK,MM,MF,MP,MS,MT,MW,MY,MV,FA,FR,FN,FD,FC,FE,FQ,FG,FH,FI,FL,FK,FM,FF,FP,FS,FT,FW,FY,FV,PA,PR,PN,PD,PC,PE,PQ,PG,PH,PI,PL,PK,PM,PF,PP,PS,PT,PW,PY,PV,SA,SR,SN,SD,SC,SE,SQ,SG,SH,SI,SL,SK,SM,SF,SP,SS,ST,SW,SY,SV,TA,TR,TN,TD,TC,TE,TQ,TG,TH,TI,TL,TK,TM,TF,TP,TS,TT,TW,TY,TV,WA,WR,WN,WD,WC,WE,WQ,WG,WH,WI,WL,WK,WM,WF,WP,WS,WT,WW,WY,WV,YA,YR,YN,YD,YC,YE,YQ,YG,YH,YI,YL,YK,YM,YF,YP,YS,YT,YW,YY,YV,VA,VR,VN,VD,VC,VE,VQ,VG,VH,VI,VL,VK,VM,VF,VP,VS,VT,VW,VY,VV,target
19,80,43,27,2,13,16,125,7,30,22,7,5,41,19,786,74,17,27,10,56,39,23,66,2,41,26,131,5,10,28,3,4,10,31,45,61,3,17,37,7,20,17,6,0,126,30,12,1,7,13,1,1,4,6,39,54,0,52,21,4,60,18,2,1,21,12,43,2,5,16,4,4,4,18,40,102,2,29,9,822,0,1,0,0,1,0,2,0,0,1,0,0,1,0,169,2,0,14,5,44,22,10,15,0,14,304,39,6,3,55,25,0,3,7,19,84,2,4,9,9,14,7,14,0,34,4,93,55,3,7,2,2,138,60,3,19,0,370,8,87,92,69,59,0,106,94,215,17,26,87,16,5,22,32,91,131,12,249,53,3,9,3,1,0,14,1,11,0,1,2,1,1,121,4,10,6,1,8,2,7,8,15,4,1,6,12,17,2,2,9,4,1,1,6,21,3,3,31,1,74,42,21,25,5,30,16,98,60,9,20,1,3,72,15,34,40,5,20,16,6,6,5,4,1,8,4,17,1,0,29,1,0,3,4,5,8,1,3,2,5,3,1,3,0,2,2,7,3,1,3,0,0,0,1,4,5,0,1,2,5,9,11,6,0,6,4,23,0,4,3,5,1,260,5,24,6,1,8,4,12,28,9,19,1,6,61,74,3,7,69,8,1,4,24,36,24,4,12,7,170,135,65,49,0,59,47,188,22,14,197,17,9,59,150,713,86,16,124,69,14,34,17,65,2,34,188,155,6,27,19,5,3,238,12,90,16,3,32,12,4,7,2,4,0,5,4,16,0,0,0,0,2,0,2,12,8,0,4,3,4,10,69,4,0,118,10,144,0,2,0,3,1,398,5,24,229,0,11,1,18,20,11,23,3,21,7,53,9,3,26,5,0,6,8,24,14,3,17,8,7
18,79,36,24,5,17,12,127,8,39,23,11,5,43,19,794,89,22,29,14,49,35,21,74,0,54,34,127,7,4,34,8,6,11,22,41,38,2,18,29,5,11,22,2,1,126,35,21,4,12,10,1,1,4,2,42,63,1,46,14,9,68,10,2,2,23,9,40,2,11,16,4,1,4,14,33,119,7,18,8,851,0,3,9,0,1,0,3,0,1,0,0,0,2,1,131,4,0,10,10,56,16,5,9,0,20,283,56,6,5,51,27,1,4,6,15,86,0,8,9,9,13,4,18,0,28,9,111,53,2,8,0,1,149,58,7,11,0,344,14,113,100,77,52,2,112,71,225,16,16,60,14,12,26,54,89,136,7,245,53,1,8,7,5,0,11,3,13,0,2,3,1,1,116,1,5,9,2,8,1,12,11,18,3,0,1,16,19,2,1,8,4,0,4,2,31,5,3,34,8,74,35,15,24,5,16,13,95,64,6,21,7,4,79,20,23,44,7,15,17,3,5,11,6,0,6,4,16,2,0,31,1,0,0,1,10,12,0,4,1,5,1,11,1,0,2,1,6,2,1,2,2,0,2,1,3,1,0,3,3,9,17,6,6,1,10,4,27,0,1,6,0,3,275,7,14,8,2,10,5,10,29,11,18,1,17,62,82,6,2,77,6,2,7,24,28,28,4,14,7,146,124,60,45,1,64,67,170,16,32,193,12,6,61,171,713,80,18,93,52,25,26,25,78,1,40,193,151,3,32,14,7,2,248,16,102,24,5,26,8,2,5,2,7,0,5,5,20,0,1,1,3,1,0,1,11,13,0,0,5,3,7,66,1,0,94,7,130,1,0,2,1,0,373,5,12,231,1,11,1,14,24,13,16,7,16,11,41,5,14,24,4,1,3,10,20,25,1,10,6,7
27,71,50,28,3,15,15,103,6,40,23,12,3,36,21,785,92,18,26,12,42,48,21,78,1,41,26,132,7,11,31,5,4,3,28,39,59,4,21,28,2,14,13,3,1,122,33,19,0,11,4,3,1,2,4,55,55,2,51,26,6,66,12,4,1,28,15,45,3,4,13,5,2,4,16,30,122,6,15,4,846,0,4,5,0,1,0,2,0,1,3,0,0,1,1,145,4,0,12,6,44,12,10,9,1,8,279,48,6,6,51,20,1,6,6,14,93,3,4,5,26,16,12,18,0,41,6,88,46,2,6,1,3,149,47,8,10,0,348,11,90,91,69,45,1,107,74,218,14,29,84,13,7,24,43,107,118,9,257,43,1,3,5,2,0,8,5,13,1,2,4,0,1,116,5,5,11,1,5,1,8,12,15,12,2,5,15,21,2,5,9,6,1,2,4,28,7,1,37,3,83,31,13,23,6,22,15,101,76,8,19,6,9,77,20,39,40,4,19,14,4,7,11,6,0,7,5,22,0,1,26,4,0,4,2,8,5,0,3,2,6,4,1,4,0,2,1,7,2,0,2,1,0,1,0,9,9,0,0,3,7,9,6,5,1,6,6,26,1,2,10,3,1,263,8,17,9,1,3,3,9,22,14,15,0,8,54,75,3,7,86,2,2,2,14,34,20,3,21,5,132,148,54,42,7,49,68,171,16,31,183,24,9,54,153,697,114,9,117,77,27,29,16,80,1,40,207,156,4,29,25,6,4,265,14,96,31,1,24,10,1,8,4,4,0,1,1,16,0,0,4,2,0,0,0,10,12,1,3,0,6,10,73,8,0,94,6,140,1,1,6,1,0,372,3,15,242,2,7,2,19,28,18,10,6,21,7,40,1,5,36,3,4,6,7,14,12,2,16,7,7
11,70,48,22,3,17,17,113,3,40,20,8,3,39,23,780,89,17,28,7,42,33,27,56,3,38,32,122,4,10,33,11,3,4,23,32,50,5,14,30,4,13,19,4,0,117,32,20,2,9,0,4,1,2,4,52,62,0,57,16,7,45,11,3,0,28,9,42,1,6,14,4,2,9,15,33,115,4,20,6,852,1,1,7,1,1,0,3,0,0,0,0,0,0,0,140,4,0,10,5,38,13,15,10,1,12,282,51,2,6,65,29,1,2,5,21,88,4,5,7,17,11,8,18,1,43,8,107,56,2,6,3,2,126,53,11,13,3,351,14,100,93,72,67,4,100,97,227,11,20,82,12,5,22,44,88,142,12,254,38,3,6,10,1,0,5,2,11,1,1,3,0,0,131,3,10,3,0,1,1,2,11,17,6,1,2,9,19,3,3,7,5,1,3,7,32,13,1,34,5,73,28,20,14,1,21,15,106,74,5,27,7,4,96,18,35,29,4,16,25,6,3,6,6,0,9,7,19,1,2,31,2,1,0,6,5,8,1,4,4,6,1,3,3,0,1,0,10,0,0,0,2,0,1,0,2,4,0,1,2,4,11,10,3,0,10,9,27,1,4,6,2,1,255,4,20,12,1,8,5,16,33,14,21,0,7,71,76,4,2,90,4,1,5,27,24,25,7,21,2,139,136,43,40,4,74,60,170,18,32,196,17,5,58,182,706,95,14,102,61,21,26,23,63,1,37,184,162,6,30,10,5,4,252,18,117,13,3,28,10,4,7,4,9,0,2,2,18,1,1,2,1,0,1,1,11,10,1,3,6,2,5,54,5,1,111,6,140,2,3,3,2,1,383,8,16,227,2,7,2,11,26,13,16,4,22,11,47,2,5,23,3,1,4,9,17,11,5,16,11,7
20,59,41,18,2,14,16,135,7,38,15,5,1,39,28,798,87,19,39,11,47,35,20,77,3,36,30,120,7,16,28,12,7,9,17,26,54,3,14,32,4,16,20,4,1,107,33,10,1,11,9,2,1,0,1,44,61,1,58,16,10,54,10,1,0,21,11,34,5,10,17,4,0,4,20,48,110,1,16,8,847,1,1,2,0,0,1,1,0,1,0,1,0,0,1,143,6,1,14,7,49,11,8,12,0,9,281,48,5,3,56,31,0,2,4,15,86,1,7,12,8,18,11,14,0,36,9,95,50,7,9,1,0,119,48,10,26,0,360,11,101,107,82,48,3,108,88,193,11,12,85,12,7,19,35,87,140,6,251,39,1,7,3,1,0,10,5,14,0,2,4,0,0,123,2,7,9,2,7,1,10,15,20,7,1,9,16,18,2,3,6,3,1,4,2,22,5,0,36,6,75,39,17,21,7,14,14,92,76,4,19,11,3,82,8,29,54,6,10,23,5,6,9,6,0,9,4,22,4,4,31,1,0,2,6,7,11,0,0,3,4,4,2,4,0,3,0,7,0,1,0,2,0,0,3,1,1,0,3,2,7,11,2,6,0,8,5,23,2,5,1,4,0,238,6,13,8,1,9,1,12,39,10,20,0,9,62,71,4,3,78,5,1,3,21,29,27,4,17,4,144,123,44,58,5,57,60,184,16,28,194,19,9,48,177,705,79,21,120,62,24,23,23,63,1,39,182,156,5,27,19,4,2,265,18,105,30,7,39,19,4,4,3,5,0,8,1,15,0,1,2,2,1,1,1,8,16,0,1,5,3,10,58,2,0,123,4,148,0,1,3,2,2,390,6,28,234,0,16,1,17,11,16,15,4,20,10,48,3,9,28,9,2,2,15,28,7,5,14,11,7
29,78,54,35,3,17,10,132,8,46,25,15,2,33,23,771,80,25,24,22,32,35,13,66,3,34,31,120,6,16,30,9,1,5,24,48,59,9,14,29,5,11,18,3,0,133,35,21,0,13,11,1,1,0,3,44,53,3,54,26,8,65,15,1,0,23,17,46,5,11,17,3,2,4,13,32,102,2,19,4,836,2,1,3,0,0,1,1,0,0,4,0,0,1,1,155,4,0,8,9,42,11,9,14,0,12,289,37,4,2,53,26,3,2,10,14,95,9,8,10,23,15,5,20,0,41,4,87,62,3,9,2,0,144,58,8,12,2,366,10,107,78,80,47,2,91,85,199,24,22,78,17,4,18,43,122,131,10,231,42,2,10,4,2,0,12,2,11,0,0,3,2,1,122,2,7,6,0,4,3,10,7,17,4,1,6,19,18,2,1,9,7,1,5,5,31,11,2,35,5,86,40,19,24,2,22,13,97,58,5,23,7,3,74,13,38,51,6,19,31,9,7,11,7,0,10,5,20,1,1,31,4,1,2,2,3,7,3,2,5,5,3,4,2,0,2,2,5,0,0,0,0,0,1,0,2,2,0,1,0,5,7,8,4,1,7,4,21,2,2,6,0,0,251,6,20,6,2,7,1,11,24,16,17,0,9,68,70,0,6,69,4,4,4,11,35,29,2,21,6,162,121,52,51,5,52,70,220,14,32,212,20,4,58,154,691,88,20,111,61,29,31,20,64,0,33,204,149,5,26,12,3,0,233,21,106,25,3,34,7,9,6,5,12,0,7,1,15,1,1,3,3,0,0,0,20,17,0,1,1,1,5,73,4,0,120,7,108,0,3,2,0,1,401,6,24,208,1,13,7,21,28,11,9,9,19,4,54,1,6,34,8,1,2,11,27,19,3,12,13,7
25,58,44,20,1,17,16,139,3,42,24,7,7,32,20,812,79,21,31,10,48,39,30,68,1,49,26,130,12,7,22,10,6,6,19,32,49,3,15,28,3,19,17,2,1,110,29,21,0,8,11,4,1,2,5,51,60,0,45,20,4,64,16,5,1,21,8,38,4,6,19,2,3,4,19,39,103,1,25,8,863,1,2,3,0,1,0,3,0,0,1,0,0,1,1,127,1,0,10,8,38,18,12,8,0,13,264,36,2,3,63,39,2,6,13,21,111,1,6,8,14,6,7,28,1,47,7,111,45,4,5,5,1,116,51,12,8,0,372,10,117,86,63,45,1,121,105,199,16,17,78,13,4,22,47,106,129,11,265,44,2,7,3,2,0,11,5,15,0,1,4,0,0,115,4,11,5,0,4,0,7,11,15,7,3,3,9,19,0,2,5,2,1,1,4,37,4,1,30,3,73,42,17,25,5,27,18,80,72,3,17,9,5,101,8,32,43,1,26,24,3,9,8,4,0,11,4,17,1,2,47,1,2,0,1,4,6,1,2,1,4,3,3,3,0,3,3,13,1,1,0,1,0,3,1,2,4,0,1,3,7,12,8,7,0,4,14,18,2,4,3,1,0,250,4,18,7,1,4,4,11,29,14,23,1,8,52,75,3,6,81,4,1,1,19,25,16,1,16,12,134,125,58,54,3,58,68,207,21,25,200,15,8,57,153,725,119,14,98,63,28,33,21,67,0,30,201,148,2,27,17,7,6,250,11,94,21,0,31,16,4,4,2,4,0,1,1,16,0,0,0,0,1,3,2,12,6,0,0,3,4,13,57,3,0,101,10,155,3,1,1,0,0,394,5,17,232,0,12,1,19,21,12,12,4,28,10,49,2,5,30,4,1,4,11,28,7,3,16,8,7
20,77,42,25,5,12,21,116,1,33,11,10,6,39,21,810,89,12,24,21,48,47,23,59,1,45,29,121,6,7,36,5,3,4,24,38,72,6,13,30,6,9,17,10,0,128,31,29,2,13,11,3,0,2,2,42,69,1,40,12,6,64,21,5,0,18,10,36,5,12,14,6,3,4,16,42,110,0,26,2,859,2,4,1,1,0,1,7,0,0,1,0,0,0,0,126,6,0,10,9,47,17,5,13,1,12,281,27,1,3,52,31,3,1,4,21,88,2,10,8,9,12,6,19,0,30,9,103,41,4,5,0,3,147,42,9,9,1,349,8,98,100,84,54,1,108,68,236,11,20,75,16,10,20,42,107,110,15,264,45,1,6,6,6,0,12,4,5,1,2,3,0,0,105,3,4,2,0,3,2,4,12,23,6,0,6,18,26,0,4,9,8,0,5,3,38,3,1,34,5,83,27,16,20,6,18,14,108,65,12,18,9,4,89,13,35,35,6,14,27,7,1,7,10,0,5,11,10,3,2,37,1,0,0,3,3,6,1,6,2,6,3,4,2,0,4,2,9,0,1,1,0,1,5,1,3,6,2,1,4,8,12,9,4,1,7,7,14,1,4,3,0,2,281,7,15,13,0,2,4,15,28,17,26,0,7,47,65,3,3,84,2,4,4,19,22,30,2,18,10,130,140,52,55,5,48,55,195,14,36,211,15,12,58,168,734,88,11,109,69,27,27,20,64,0,39,185,158,7,34,18,4,2,243,23,98,20,5,27,9,4,4,2,6,0,3,2,17,2,0,3,0,0,1,0,12,11,0,1,0,2,7,53,3,1,109,3,142,0,0,7,2,0,384,2,17,231,0,14,1,15,22,16,12,5,16,8,60,2,15,20,3,2,2,13,29,12,3,13,4,7
22,88,43,24,3,18,15,122,6,39,22,8,8,48,25,776,79,30,21,12,47,37,19,64,1,41,28,147,6,5,23,6,3,9,28,42,49,3,16,39,6,15,21,1,0,121,24,29,2,3,7,1,0,1,5,50,64,0,41,21,8,57,11,2,0,20,6,44,2,6,10,4,1,5,7,37,115,3,19,4,841,1,2,1,0,1,1,1,0,1,2,0,0,0,1,151,1,0,16,5,51,16,15,8,0,12,294,52,4,2,62,35,2,3,10,19,85,4,5,8,11,12,6,14,1,39,6,109,39,0,7,2,2,134,41,7,10,0,366,15,96,96,62,46,2,111,96,187,13,19,76,13,11,17,51,104,150,12,250,56,1,13,10,3,0,11,1,11,1,1,8,2,0,106,2,7,3,0,5,1,4,8,14,9,1,4,10,15,1,3,10,3,1,1,6,29,3,2,30,1,78,30,16,25,11,28,21,84,70,9,20,7,4,85,14,27,45,4,16,20,7,8,8,5,0,8,3,19,3,1,34,0,1,0,8,7,7,0,3,2,6,1,6,3,0,1,2,12,2,1,0,0,1,0,1,3,3,1,2,3,4,13,6,5,0,8,7,23,1,4,11,0,0,263,1,13,6,1,12,4,13,28,19,23,0,8,44,84,2,4,79,6,2,8,7,26,31,2,21,6,167,139,44,37,4,64,56,168,23,17,193,23,7,54,163,688,104,16,114,56,21,23,26,77,0,45,195,153,5,31,16,3,1,249,22,93,30,4,29,12,5,11,6,6,0,6,1,18,2,1,2,4,0,0,2,15,6,0,1,1,3,7,62,1,0,125,2,127,1,0,2,1,0,395,4,20,227,4,14,3,18,10,16,7,2,16,9,63,3,8,30,6,4,4,15,23,17,1,17,3,7
23,63,47,26,1,17,20,130,4,40,21,11,1,48,22,773,91,24,26,13,40,33,24,53,3,34,25,127,3,8,34,5,3,8,30,47,54,8,15,22,4,17,17,3,0,109,47,24,1,7,9,3,0,0,4,46,63,0,52,21,9,62,18,9,0,28,6,26,7,9,12,1,1,8,15,33,109,5,16,13,830,0,1,2,0,0,0,3,0,1,2,0,0,2,3,158,3,0,8,7,56,16,4,10,0,10,265,35,3,6,60,37,3,6,14,16,77,3,6,5,15,10,5,26,1,47,10,87,54,3,9,1,0,118,55,15,11,2,348,15,102,86,72,49,1,107,81,216,21,22,86,11,12,23,37,104,126,16,268,50,1,7,3,7,0,7,4,14,1,0,2,0,0,125,3,8,10,2,6,1,5,12,20,8,4,3,13,19,3,2,6,6,1,4,4,25,12,2,33,1,88,38,24,18,1,15,13,83,73,5,20,6,4,96,20,27,46,2,16,28,6,6,11,10,0,7,8,16,0,2,40,2,0,2,2,4,5,1,1,0,7,1,2,3,0,0,0,19,0,1,0,2,0,1,0,2,5,0,1,1,6,8,8,5,0,3,6,25,1,2,6,3,0,261,4,19,6,1,12,3,12,32,12,18,1,8,61,80,3,3,80,5,1,3,16,42,25,6,16,9,153,124,50,44,4,64,74,200,14,33,178,18,11,50,170,705,112,19,110,71,20,21,27,68,0,43,175,178,7,29,17,4,5,239,16,112,16,1,27,13,3,6,7,11,0,4,4,17,1,0,2,2,1,0,1,17,17,1,1,4,3,10,60,2,2,111,4,138,1,2,4,1,1,382,5,28,217,0,10,1,18,24,15,15,2,15,16,53,4,8,35,5,1,3,12,23,13,6,10,10,7
26,69,47,24,5,16,13,121,7,23,25,6,3,42,20,807,83,18,30,12,46,38,27,69,0,36,34,137,8,13,35,8,4,6,22,42,38,5,16,26,8,16,14,7,1,139,24,7,1,10,7,2,1,0,4,44,55,2,47,19,6,66,16,7,1,28,10,42,3,5,11,5,1,3,17,35,108,4,32,7,839,2,1,3,0,1,1,3,0,0,1,0,0,1,0,152,3,0,7,6,44,13,7,13,0,15,315,49,4,3,69,34,3,2,7,17,77,3,3,13,14,15,8,21,0,36,4,102,42,6,8,2,0,155,44,11,16,1,359,10,103,116,73,52,1,120,76,209,15,27,91,14,5,15,42,97,118,14,242,40,2,5,6,2,0,9,4,12,0,2,3,1,0,97,4,3,7,1,8,1,5,8,14,7,0,4,20,20,0,2,11,3,0,6,3,21,4,0,34,5,87,34,18,25,5,22,21,96,58,6,33,7,4,102,17,36,52,4,18,17,5,6,5,7,0,11,6,21,1,2,37,4,0,0,5,4,1,1,6,3,3,0,4,0,0,1,0,12,1,1,1,0,0,0,1,0,4,1,1,1,4,14,5,2,0,8,3,29,1,2,4,1,0,290,5,14,5,0,5,3,15,24,13,21,1,14,54,61,5,6,62,5,0,2,14,27,29,3,16,7,143,124,40,47,2,36,64,206,15,26,213,19,7,48,150,710,112,14,126,61,23,22,21,72,0,38,182,154,4,30,20,11,1,238,11,91,19,4,33,8,7,3,4,7,1,6,5,17,0,0,0,0,2,0,0,15,10,0,0,3,4,14,75,3,1,128,7,135,0,1,6,2,0,382,5,13,224,1,16,4,13,21,10,18,2,23,11,37,2,2,25,1,0,6,8,24,17,4,22,7,7
16,64,47,28,5,15,17,118,3,34,19,4,3,45,18,795,79,28,34,8,39,33,18,59,0,41,36,117,6,11,22,11,5,10,15,41,40,5,21,34,5,15,22,3,1,125,27,21,2,4,11,1,0,3,7,36,48,1,55,19,10,50,15,3,1,28,9,37,1,9,15,4,1,7,16,31,112,4,19,12,854,2,2,5,0,0,2,4,1,0,2,0,0,0,4,138,1,0,6,4,51,16,13,9,0,14,327,51,2,4,57,34,2,2,9,13,76,5,8,6,15,12,10,22,0,33,10,101,45,3,6,1,1,139,49,12,16,3,383,11,99,106,68,50,2,99,82,202,17,18,80,13,9,20,46,93,127,14,241,49,5,6,7,3,0,6,4,12,2,0,1,2,0,111,0,3,8,0,5,2,8,8,19,9,1,5,13,20,3,2,7,2,0,0,5,18,8,3,29,2,71,36,16,22,4,28,14,90,65,7,17,8,2,92,13,29,52,8,18,25,7,5,3,6,0,7,6,22,1,2,36,0,0,0,2,4,10,1,1,6,9,3,6,3,0,2,0,9,1,1,2,1,0,2,1,2,2,1,0,4,2,12,7,9,0,5,5,15,1,1,5,3,3,266,12,14,11,1,11,3,12,22,15,25,0,14,56,60,5,3,78,5,1,6,12,29,21,7,23,9,122,124,49,40,8,56,64,196,18,34,201,22,11,47,163,719,79,10,105,76,18,18,22,68,0,41,182,142,1,23,18,3,6,236,15,101,20,0,27,8,7,7,1,3,0,10,6,23,0,0,0,0,0,1,1,21,12,2,2,1,4,8,51,3,2,145,2,136,3,5,5,0,0,398,6,22,211,0,12,3,26,17,15,14,1,25,10,59,0,1,35,5,5,1,9,23,16,4,16,15,7
26,70,51,34,2,21,22,143,5,48,22,9,3,38,23,776,90,19,26,12,44,39,19,72,1,39,29,119,7,7,36,11,4,14,21,31,39,5,19,30,9,5,26,3,1,130,18,19,1,11,5,1,1,2,5,35,56,2,47,25,12,63,11,4,0,28,7,47,6,3,13,1,0,4,17,37,108,4,25,5,840,3,3,2,0,0,0,1,0,1,4,0,0,1,1,151,3,0,11,7,40,14,11,10,1,10,303,49,1,1,59,34,1,4,9,15,96,4,6,12,12,13,9,19,0,46,12,105,36,4,10,3,2,142,37,9,11,0,372,6,107,94,64,58,1,115,83,228,24,18,97,18,8,21,33,110,148,12,225,40,3,8,9,1,0,13,3,8,2,0,3,0,0,92,5,15,7,0,8,0,13,9,16,6,1,4,14,20,0,1,11,7,1,2,6,25,4,0,38,1,84,31,25,24,6,31,9,89,61,8,29,7,3,92,8,38,54,4,21,29,6,4,13,3,2,2,3,24,1,2,41,1,0,0,6,1,8,0,4,4,5,5,4,5,0,3,4,11,0,0,0,0,0,1,1,2,0,0,3,2,8,14,7,4,1,3,8,25,2,1,5,3,1,274,9,10,10,2,4,3,16,31,8,21,0,9,51,75,1,2,70,3,2,3,20,29,22,3,17,4,158,123,36,40,4,53,59,199,23,30,195,16,11,54,152,694,90,20,94,64,24,23,24,63,2,35,199,143,4,38,10,6,5,237,20,98,18,5,29,13,5,10,3,5,0,8,4,19,1,1,5,1,2,1,1,11,6,0,2,1,4,15,52,6,1,110,6,133,0,0,5,0,1,409,5,11,209,2,7,1,24,12,11,15,5,20,14,47,2,3,33,4,1,3,8,17,17,4,19,5,7
25,75,47,28,6,17,10,144,5,35,17,10,3,31,10,783,104,15,27,15,52,35,21,78,0,31,28,133,4,12,29,5,1,2,33,47,49,7,19,26,4,12,16,2,1,116,28,15,1,11,9,3,1,1,8,43,66,0,46,29,12,72,16,3,0,21,12,31,1,4,24,4,1,5,18,37,111,3,23,9,846,3,1,1,0,1,1,2,0,0,1,0,0,0,0,147,4,0,10,3,43,12,8,11,2,16,303,42,5,4,58,34,0,2,6,19,91,3,6,10,8,4,4,24,0,42,9,104,40,3,10,1,1,145,37,8,15,3,369,10,93,102,91,50,1,121,84,202,10,20,82,14,10,14,50,92,148,10,232,47,2,6,5,3,0,7,5,6,0,0,3,0,0,100,5,6,5,0,8,3,12,18,9,9,0,4,11,22,0,2,10,3,1,0,5,27,3,1,44,1,93,25,11,23,4,30,14,96,65,1,19,4,2,89,8,42,59,5,24,13,6,6,5,2,0,7,2,18,1,3,37,2,0,0,2,7,5,1,4,3,4,1,2,2,0,0,1,11,1,1,1,2,1,0,2,2,2,0,1,0,6,8,3,4,0,2,3,23,0,2,5,0,0,260,3,12,5,0,7,4,14,36,12,14,0,8,47,71,2,6,68,4,0,5,20,26,30,6,20,1,141,129,51,57,3,66,64,207,22,31,194,16,8,37,158,712,80,12,115,78,22,25,23,68,1,38,202,162,3,38,14,3,2,244,14,120,23,5,27,9,4,5,4,12,0,2,1,17,0,2,3,0,0,0,1,9,10,0,2,1,5,9,73,5,1,123,7,116,0,3,7,2,1,408,2,20,218,0,9,1,15,29,10,11,1,23,5,51,4,4,36,4,2,4,8,22,15,2,17,9,7
11,72,32,33,1,11,9,115,8,44,24,7,4,31,19,796,75,19,30,20,41,42,30,69,1,39,35,150,5,7,25,13,4,5,30,40,50,5,13,36,3,18,25,3,0,113,35,13,1,6,9,2,0,1,7,41,59,3,58,7,7,61,14,7,0,29,12,33,3,9,12,2,2,8,12,30,116,3,15,4,869,3,0,3,0,1,0,1,0,0,0,0,0,0,0,129,0,0,8,4,33,15,9,8,0,19,265,44,4,5,68,31,1,1,8,15,88,2,8,10,14,15,7,17,0,36,2,109,60,1,5,4,0,135,57,11,13,2,345,10,72,113,69,48,0,128,91,205,16,23,87,12,7,16,58,98,128,13,252,44,4,9,5,4,1,10,1,14,0,2,2,0,1,130,6,6,11,2,6,4,12,11,13,1,1,4,17,18,1,1,8,5,2,4,6,34,11,0,28,1,79,31,26,27,5,25,15,100,75,8,21,9,5,93,19,41,41,4,16,25,3,5,10,12,0,5,5,22,4,0,31,0,0,1,2,4,11,4,3,4,6,3,0,1,0,0,1,10,0,2,2,1,0,0,1,5,3,0,1,2,5,12,5,7,1,3,2,21,2,2,9,2,1,254,3,16,2,2,12,4,13,35,17,13,0,12,66,70,2,6,93,4,2,6,19,31,16,6,16,10,131,147,47,41,4,53,64,176,25,30,226,22,6,50,156,730,90,18,109,57,18,21,23,61,0,31,201,164,8,25,17,7,2,252,17,95,26,5,27,7,9,6,3,7,0,3,1,19,0,1,3,0,0,2,1,19,15,1,2,0,3,10,56,6,0,92,9,144,0,1,3,2,0,372,4,21,236,0,12,0,28,11,13,11,4,20,12,52,4,5,20,3,1,4,12,20,16,3,10,10,7
